id,fulltext,label
513,ya karna  gak mau ada rugi nya sama skali perusahaan sebesar gini cuman mau untung nya aja customer di korbankan pantesan bisa makin kaya pernah saya kenabarang gak lolos bea cukaimalah biaya ongkir saya gak di balikin cuman nilai barang aja aneh,negatif

514,  saya udah lama ga beli dari tokopedia mending di dapus aja aplikasi,negatif

515,halo  ini gimana ya kok pesanan saya dibatalkan,negatif

516,akhirnya lgsg tutup akun seller dibesok ratusan pdgg yg mau buka pun kan sy printahkan utk tdk buka akun di toped namun ke market place lainnya spt atau lainnya gratis ongkir toped abalabal,negatif

517,  wah la ini toko yang bikin rusuh grebek grebekk  ,negatif

518,kbijakan promo bebas ongkir  itu abalabal transaksi berat lt kg trnyata dibebankan ke pdgg gmana kalo transaksi berat produk gt kg bisalangsung buat bangkrut pedagang jangan dicontoh olehdll,negatif

519,rt nunggu viral dulu ya min,negatif

520,kenapa gercep karena kamu nomor satu ,positif

521,snk bg seller yg diatur olehtelah seller ikuti berat produk plus packing pun sdh di buat lbh berat dr berat produk promo pengiriman jasa kurir sdh sesuai dg aturan  kecewa saja jika trjadi spt skrg ,negatif

522,puas bgt dg pelayanan  kemaren beli di os si amp ada kesalahan hargatransaksi gbs di cancel lg karna toko udh masukin resi pengiriman yg salah jd kudu nunggu berhari biar ke cancel  besok nya diemailin voucher cashbackthx toped ,positif

523, belum ada dm untuk solusinya bgmn hari sudah sore,negatif

524,muun maaf dg rekan bila di tl rekan full dg tokopediarugikanpedagang gmana mo ajak pdgg tradisional jualan di marketplace sptbila pemotongan saldo dana bisa sampe lbh dr setengah nilai transaksi pembeli blanja rb yg dikembalikan rb,negatif

525,  cuma ksh tahu tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang,negatif

526,  ini gimana cara bayarnya di pencet ga bisa cuma ada pilihan batalkan transski ,negatif

527,  niat gk niat nie ekspedisi masa iya dari jakarta ke cikarang nyampe  hari blum datang kemarin aja pake  dari serang ke cikarang cuma  hari gimana nie  ekspedisi sampah ini d ajak kerjasama bikin kapok pelanggan ,negatif

528,hi min di produk barang ada tulisan bebas ongkir tp ketika pas pilih pengiriman bebas ongkir tidak tersedia kenapa ya ,negatif

529, tolong cek dm segera jangan kalah dengan  yang punya cs super gercep,negatif

530,dear  tolong dibantu pertanyaan di dm saya ya terima kasih,netral

531,  yuk ikutan,positif

532, sudah saya balas dm gak ada masalah dengan seler di toped ini masalahnya di anteraja dari tanggal  maret barang tidak bergerak di tambun,positif

533,  akun pembeli yang berniat jahat termasuk di report nggak sama mimin masa sih penjual aja yg mimin report,negatif

534,untuk  ini bukan pertama kali saya menggunakan jasa anda tapi ketika beda kurir tidak bersedia angkat barang saya dengan alasan dimensi sampai skrg kurir pengganti tidak ada bagaimana,negatif

535, bosque tolong di cek kenapa saya gak bisa update saldo cek saldo pun gak bisa padahal sebelum topup bisa saya coba pake app sebelah bisa cek saldo ,negatif

536, udah,negatif

537, jangankan weekend minkadang tengah malam kalau pas lagi iseng eh nemu produk yang menarik amp perlu tanya udah langsung chat aja terus tinggal tidur trus besoknya bangun kalau sellernya bagus biasanya udah ada reply menanti di inbox hehehheheheee,positif

538, min ada ngaku akun mu masa platform gede foll ny  wkwk ,netral

539,saya lokasi di manado beli barang di tokopedia filter yg ninja express kok ga muncul pilihan pas checkout ya  klo pake  bisa apa di tokopedia sistem ninja expressnya rusak apa gmn  udah  tahun masalah ini,negatif

540, hallo min mohon cek dm terima kasih,netral

541,hey mas mas dan mbak mbak  kenapa pesan bantuan saya belom ada solusinya tapi sudah ditutup,negatif

542, percuma sudah di dm lambat respon,negatif

543,pagipagi ada yg mau ngasih handphone,positif

544,rt  hasil perbincangan dengan  sejak tgl  feb adalah sampk bagian p poin  pada awalnya komplen pembeli di p,negatif

545,hasil perbincangan dengan  sejak tgl  feb adalah sampk bagian p poin  pada awalnya komplen pembeli di pusat resolusi adalah aromabau sudah dijawab oleh  dengan sampk bagian p poin  harusnya masalah ini selesai  ,negatif

546, saya baru transaksi di tokped sms notifikasi dr bank berhasil tp lsg ada pesan refund histori transaksi kosong jadi gmn ya,negatif

547,dear admin barang saya udah masuk hari keempat gak ada progresnya padahal mau dipakai buat usaha laundry saya tolong kejelasannya dan penyelesaiannya ,negatif

548, cek dm dung,netral

549,  cek dm ya kakak,netral

550, min nanya untuk verifikasi perubahan nomor telp by phone bisakah soalnya by system lama,negatif

551,  sama kak aku juga gitu semoga cepet diproses ya kak sertifikat kita,positif

552,  iya aku ikut pelatihan di baking world sertifikat smpai skrng masih blm keluar di dashboard prakerja tapi aku udah tnya pihak baking world dan tokped katanya nunggu  hari prosesnya jadi skrng masih nunggu semoga aja bisa cepet diproses hehe ,positif

553, min mau nanya dong klo belanja ditoped trus dicancel sama sellernya krn dia mau ubah alamat tp udah terlanjur pembayaran kan pake cc dananya balik kemana min cc apa saldo toped ccnya ga bs lgs dipake lg soalnya ,netral

554, terima kasih ,positif

555, berarti diproses maksimal minggu malam ya,netral

556,mau ikut pelatihan prakerja melalui tokopediadari kemarin sistem error tapi kalau buka platform lain bagusbagus aja ini ada apa yah ,negatif

557, hai untuk pencairan dana ke rekening bca pada sabtu malam akan diproses minggu atau hari kerja ya tks,positif

558,halo adminkalo kaya gini kenapa ya dari kemarenan dicoba mulu gabisa bisa dan tetrp kaya gini ,negatif

559,ada diskon nih buat temen beli  dapet  dapet cashback hanya ada di,positif

560, sap alhamdulillah msh aman terkendali gus,positif

561, cara mengetahui toko yang terakhir yang kita follow gimana kak ini di menu toko favorit sesuai abjad soalnya saya lupa nama tokonya apa ini udah ada ratusan toko yang saya follow kalau cek satu² kan lama kak,negatif

562,ppp masi on ga  kl masi tolong bales dm ku secepat nya  ,netral

563, aaah hidup dengan nanti dan nantinanti buatbuatnya nantinanti dan nantinganti ra dadidadi ,negatif

564, syap tapi mesin e iku lo ,positif

565, pake notes aja siii miiin hihihi yg penting catetannya engga hilang,positif

566,aamiin dungane dunganehehehhe sehat slku yg disana ya stok kopi terus ready tooo lek entek  siap kirim gus ,positif

567,cara melihat toko yang kita follow di tokopedia itu gimana sih udah ngubek² ga nemu²,negatif

568, ada phising nih min ,positif

569, tolong dibantu dong min komplain ini statusnya sdh selesai tp tagihan cc yg masuk blm ada credit masuk ya tq ,negatif

570,pemula ae duduk manis bayaran po maneh yen juragan ,positif

571, ini sy tiba² dpt wa dr nmr yg ga dikenal yg atasnamakan tokopedia cek dm mslh nya ini barusan sy komplain di sini ga sampe  mnt di wa dpt nmr sy dr mana ya klo misal itu bukan drtokopedia,negatif

572, masih bingung mau reksadana atau emas min ,positif

573, punya saya lebih parah dari  february sampai  maret blum sampai via tokopedia dan anteraja ,negatif

574,juara,positif

575,rt  baru terjadi penjualan produk sebesar jt di tokoonline  awalnya saldo penjualan ditahan  hari info ,negatif

576, ada penipu nih ,netral

577, baik terima kasih,positif

578, nomor resi valid sesuai yang tertera diaplikasi gojek sudah saya balas dmnya,negatif

579,halomaksudnya gimana ini komplain saya belum beres janji akan ada info lanjut tau komplain ditutup dana diteruskan ke penjual balikin uang saya ,negatif

580, min ini gimana komplain saya belum kelar uang belum balik katanya akan ada perkembangan tau komplain ditutup sepihak sama tokopedia duit saya balikin woy ,negatif

581, terima kasih,positif

582,alhamdulillah terima kasih banyakalwayscare sukses selaluuu  ,positif

583, masih kurang min masih ada  lagi,netral

584, halo min kok saya beli voucher pelatihan prakerja gak bisa ya dari semalem gagal terus,negatif

585, iya tapi jawaba nya ngelanturr,negatif

586,  saya sudah dm min tolong di selesaikan segera ini dari bulan lalu loh,negatif

587, jd gimana solusinya ya saya perlu kode vouchernya,negatif

588, maaf mau nanya kendala soal pembelian pelatihan prakerja ditokopedia status didasboard prakerja sudah aktif saldo prakerja sudah terpotong tapi kenapa diriwayat transaksi tidak ada soalnya saya perlu kupon vouchernya,negatif

589, malam min saya ada oderan di toped orderan diterima dus sobek saya blm buka isinya apa yg harus saya lakukan buda dikomlain ,negatif

590, iyaa soalnya kemarin bilangnya maksimal tanggal  maret uang udah masuk dana refund tapi sampe sekarang belum ada,negatif

591, tolong dibantu ditahan dana ke penjual dunk pesanan saya nilainya besar nilainya juta an terlambat tapi tidak sesuai dengan pesanan pesann kusen jendela aluminium nomor amp nomor,negatif

592, min saya sudah bayar pesanan saya tapi kenapa di batal otomatis sama tokpedia padahal sudah saya bayar cara saya bisa dapetin dana kembali gimana ini bukti transaksinya ,negatif

593, min aku udah beli voucher pelatihan baking world di tokopedia udah selesai juga cuman sampe sekarang sertifikatnya belum ada di dashboard kartu prakerjaku mohon kejelasannya ya min,negatif

594,  kak ikut pelatihan di baking world juga yah aku juga beres pelatihan dari tanggal  sampe sekarang belum masuk sertifikat ke akun prakerjanya kaka sekarng gimana kak udah ada kejelasan,negatif

595,rteira turut senang apabila pesanan kakak sudah diterima dengan baik jika ada hal yang ingin kakak ketahui sepu,positif

596,finally selesai sudah drama ini  terima kasih ,positif

597, sip udah min makasi,positif

598,  lama juga ya kalo sampe  hari gitu aku sih kemaren nyoba pelatihan di bukalapak lgsg keluar sertifikat nya ga pake lama,negatif

599, sudah saya balas mohon segera di respon karena kalau saya tidak masukan resi  hari lagi uang saya hangus barang sudah saya kasih pembeli,negatif

600, min cara pake ovo point kek mana,netral

601,  mohon bantuannya untuk edit resi transaksi ini minsoalnya sudah tidak bisa di edit karena pesanan sudah tiba  saya akan dm no resi yg benar jika dm ini di response secepatnya mohon bantuannya min,netral

602, dan transaksi juga min thank,netral

603,min tumben dari kemarin nulis ulasan gak bisa ,negatif

604,ada gila gilanya deh nihudh  hari gue ngurus refund sampai skrg blm turun dananya msh dicheck ke pihak terkait mohon sabar menunggu padalah kmrn udh maksimal  hari dijanjikan untuk penyelesaian refund tapi msh gak commit juga ,negatif

605, min ini gimana tolong dong di proses katanya maksimal tanggal  maret  jam  tapi sekarang belum turun juga dana refundnya ,negatif

606, oke kak ada  case lagi nih kak saya top up e money tapi saldo belum masuk sementara transaksi sudah berhasil,negatif

607, apakah jika transaksi sudah di proses tidak bisa melakukan pembatalan  mohon via dm agar lebih detail,negatif

608, tolonglah bantu saya selaku penjual dgn sistem dropship internal saya sudah kirim ke pembeli dan sudah diterima barangnya tapi saya malah dipsrsulit oleh tokopedia malu sbg ecommerce besar mengambil uang bukan haknyaterima kasih,negatif

609, minto sm aku g beda jauh ternyata hahaha,positif

610, selama ini tokopedia care mulu yang jadi sahabat terbaik toppers toppers nya juga pgn dong jadi sahabat terbaik nya tokopedia  tanya ,positif

611, udah dibantu sama sellernya kak min sore ini katanya sampai hehe semoga aja bener,positif

612, akuuuuu nanyain belanjaanku dr kmrn dikirim kurir tapi blm nyampe rumah ,negatif

613, udah dong min setiap pesanan sampai langsung aku konfirmasi amp kasih ulasan  rating untuk penjualnya ,positif

614, ready g kak nanya dulu belinya belakangan adalah jalan ninjaku,netral

615,  baru selesai kirim min telat efek baru keluar dari rumah sakit abis operasi ,positif

616, saya ingin menyampaikan keluhan,negatif

617, bukan aku min paket paket wib ku udah pada nyampe amp cashback nya udah pada cair tinggal siap buat wib bulan ini ,positif

618, iya dong min,positif

619, baru ajaa produk dr tokped sampe jd lg gk nnya min,positif

620, ngaada duit min,netral

621, gimana ini gk gerak  tolong di didik lagi ni ekspedisi biar lebih cepat ,negatif

622, bisa dibacamaaf ga bisa di copy paste ,negatif

623, hallo saya sedang melakukan pembatalan pemesanan boleh dibantu untuk prosesnya ,netral

624, belum ada dm nya ,negatif

625, pembayaran via va mandiri problem ya saya sudah dari tadi belum terverifikasi  padahal sudah kedebet di mandirinya,negatif

626, udah sy reply ,positif

627,hi min  boleh minta tolong bantu untuk resi  info dari penerima belum menerima paketnya tapi status paketnya sudah diterima ini pembelinya komplain ke saya tolong dibantu ya minterima kasih,negatif

628,di pusat resolusi dijanjikan maksimal tanggal  maret  jam  akan diselesaikan tapi sampai hari ini belum ada kepastian  ,negatif

629, hai min saya sdh menyelesaikan pelatihan di baking world dn sudah mendapatkan sertifikat tetapi sertifikatnya blm keluar di dashboard prakerja kira kpn sertifikatnya keluar min krna sdh hampir  hari blm juga keluar mohon bantuannya ya min terima kasih ,negatif

630, hai min saya pengguna indodana paylater di aplikasi tokopedia katanya menerima pembayaran paylaterindodana nyatanya kok setiap pembayaran ga pernah ada menu indodana tuh hoax ya min ,negatif

631, maap kak cek lagi ya ,negatif

632, bisa tolong disertakan opsi untuk nambah biaya parkir kalo pake kurir gojekgrab atau seharusnya itu udah inclusive dari biaya ongkir nya,negatif

633, tolong dong lewat dm privacy,negatif

634,ngembat duit doi anjing kan wkwk,negatif

635, sudah difollow min terimakasih,positif

636, hesa sarankan kakak untuk follow akun twitter tokopedia  lebih dulu untuk mempermudah follow up via dm ya kak ditunggu konfirmasinya ,netral

637, tolong cek dm segera respon lama banget nih nunggu respon dari tokped contoh dong blibli fast respon,negatif

638, belum ada masuk min,negatif

639, dear toped mohon respon segera untuk perubahan pesanan  rubah tanggal booking hotel dari besok ke hari ini trims,netral

640,belinya pas wib bu biasanya bnyak promo ongkir,positif

641, halo admin bisa gak ya mengajukan perubahan judul produk yg sudah terjual,netral

642, alhamdulillaaah  terima kasih banyak ,positif

643,min  mau cek info soal tokopedia nabung emas dong jadi emas yg ditabug di tokped apakah bisa didapat dalam bentuk emas batangan setelah target nanung sudah sesuai keinginan misal target emas gram apakah bisa jadi dimiliki emas batangannya,netral

644,tokopedia pakai tokopedia semua produk baik yang jadul maupun baru ada semua bahkan terlebih lagi hubungi tokopedia care via twitter bakal lebih cepat responnya mengingat tokopedia tidak menggunakan layanan call center via telepon ,positif

645,pdhl yg dari jkt udah nyampe sejak kmrn sama blnj hr rabu bedanya yg ini pake toko oren dan pake kurir  bukan  galagi deh belanja dikalo default bebas ongkirnya si  mending bayar agak mahalan tp cepet nyampe,negatif

646,sebel banget belanja online dari malang sejak rabu sampe hari ini paketannya masih stuck entah dimana  kenapa sih promo bebas ongkirnya ga bisa milih  kalo default bebas ongkirnya pake  mending pindah ke toko oren sih,negatif

647,hai  saya mau info pesanan saya dengan kodesudah sampai tapi status di aplikasi tokopedia saya dibatalkan mohon untuk teruskan ke penjual terima kasih,negatif

648, kecewa banget sma tokped karena g bisa ngelindungin seller dari buyer penipu barang gw udah dirusakin buyer dg sengaja data diambil bisanya tokped malah menangin buyer dg mengijinkan buyer untuk refund anjrit kesel banget gw,negatif

649, halo min tolong bantu yaa udh brp hari mau ubah dekorasi toko gabisa terus ,negatif

650, nyesel banget beli pelatihan lewat toped yg lain beli di bukalapak udah pada masuk ke dashboard sertifikatnya ini toped bener² mengecewakan gak bakal ngerekomendasiin beli di platform ini nyesel banget sumpah,negatif

651, list promo sekarang dipindah kemana di laman utama banner promo nya cuma biji doank ,negatif

652, pengawasan tokopedia sangat lemah terhadap toko ajaib yang tibatiba muncul waspada saja jika tokopedia ikut terkena gugat secara hukum tergugat kedua,negatif

653, tokopedia ikut bertanggung jawab atas keberhasilan atau ketidakberhasilan penipu melakukan aksinya ke pembeli ada hole di sistemnya keluhan pelanggansaya sudah laporkan beberapa toko dan memang ditindaklanjuti dengan tokopedia menutup toko tersebut,negatif

654, baik terima kasih min,positif

655, sudah  hari loh min ,negatif

656,update  berhasil direfund terimakasih  amp temanteman twitter yg sudah bantu  dan terimakasih  yang akhirnya oke dengan refund ,positif

657, hallo kak tolong cek dm saya dari siang blm ada tanggapan,negatif

658, dananya belum masuk ,negatif

659, malam min mau tanya untuk payment dari rekening hsbc bisa lewat transfer manual,netral

660, min saya kan beli voucher spotify di tokopedia namun ketika saya klik link redeem voucher kenapa ga bisa ya malah keluar error seperti ini ,negatif

661,  saya beli paket internet smartfren tapi dua kali gagal apakah sedang ada masalah ,negatif

662, halo min ini kenapa saya hanya di refund seharga barang yang di kembalikan  ya bagaimana dengan ongkir pengembalian barang sudah saya masukkan resi pengembalian admin bantuan di komplain pun mengatakan akan mengembalikan ongkir  tapi yg saya terima hanya ,negatif

663, mim ko dana saya belom ke refund ya padahal sudah x jam mohon pencerahannya terima kasih,negatif

664, mana katany x  jam danany otomatis balik sampe skrg gak masuk tuh ,negatif

665, makasih kak felix semoga bisa ditukar,positif

666, malem min knapa di tokoped belom bisa cek tagihan listrik ya padahal saya cek di tempat lain bisa,negatif

667, baiknanti akan saya coba lagi thx,positif

668,tencuuu,positif

669, toko saya dapat pesanan tetapi ongkir yg dikenakan di tokopedia beda dengan yg di expedisiada selisih rb ongkirnyatlg bantu klaim kekurangan ongkirnya,netral

670, aku sih selalu care bersama tokopedia karna selalu memberikan kejutan kejutan yg menarik ,positif

671,lucuu,positif

672, siap ndan,positif

673, hm mengecewakn ga spesifik balesan di dm ,negatif

674,rt  cerita jujur pengalaman terbaik bersama tim tokopedia care  sebuah utasalwayscar,positif

675, kakak tolong aku donk masak aku punya orderan ga d pick up sm abang gojek nya udah dr jam  pagi request tolong dibantu ya,netral

676, mimin utk pembayaran pdam kab malang sedang gangguankah ,netral

677, udah bisa min tadi ada tulisan tidak tersedia gituu,positif

678, min care lagi ga bisa bca virtual account ya,negatif

679,  oiya lupa wkwkw tapi udah dibales beb,positif

681, hai kak mau tanya bila retur barang ke toko menggunakam grab express input resinya pakai no order kan kok status retur saya masih ongoing pdhl sudah sampai,negatif

682, cashback rb ada lagi kapan ya min,netral

683, saya seller di tokopedia ada yang saya mau tanya jika pembeli produk saya tidak memberikan ulasan positifnegatifnetral sampai batas waktu ditentukan oleh sistem toped apa yang terjadi dengan reputasi toko saya ,netral

684, baik sudah saya respon kembali mimin ,positif

685, mohon di cek lagi ya  thanks,positif

686, min saya sudah melakukan pembayaran tagihan firsmedia lewat tokopedia tetapi belum ada konfirmasi bagaimana,negatif

687, kak boleh minta no telp yang bisa dihubungi ga saya ada problem terkait komplain pesanan saya melalui tokopedia care di chat aplikasi lama di bales dan ga membantu sama sekali sampe capek ngomongnya,negatif

688,  keterlaluan memang  ini,negatif

689, baik mimin di tunggu info selanjut nya semoga lekas pulih jd bisa saya bayaran  terima kasih ,positif

690,rtterlalu lama jika x jam saya minta hari ini juga diganti sudah  minggu saya menunggu dan uang saya bel,negatif

691, hola min aku nak bayar uang kuliah di  kenapa selalu gagal yah padahal periode bayar masih hingga  maret ,negatif

692,rttokopedia blm tuntas mengatasi masalah saya kayaknya memang mau ajak ribut lagi ayooo kalau itu maunya,negatif

693,  sabar ya anda tidak sendiri kalau permasalahan kami diselesaikan secara sepihak oleh  nggak serius adminnya menjawab dan mengatasi permasalahan pelanggannya,negatif

694, masih belum seperti yang saya maksud kalo feed itu kan konsolidasi update dari semua tokotoko yang saya follow  favorit bukan hanya liat per toko masa saya harus buka satu persatu halaman tokonya,negatif

695,login aja belum malah di suru logout yaudah lah yaa cuma mw info doank  ,negatif

696, ini kenapa tiap mau cetak label malah muncul begini padahal sudah login ,negatif

697, terima kasih ,positif

698, min tolong tanya supaya tampilan harga bisa seperti yang difoto ini caranya gimana ya ada tulisan  dan harga dicoret ,netral

699,yeaaaay akhirnya ya dissss ,positif

700, min sy mau klaim asuransi pengiriman kiriman sy rusak selama pengiriman caranya gimana min,netral

701,rt  lalu saya chat tim tokopedia care melalui dm twitter amp juga pusat bantuan di aplikasi tokopedia tidak butuh waktu lama masa,positif

702, gagal lagi min transaksinya loading yg lama bgt udah gantinkode otp x masih belum berhasil ,negatif

703,halo saya mau buka rekening  lewat  dari kemarin selalu begini udah ditunggu tetep aja antrian penuh ,negatif

704, sebentar sih katanya tokopedia lagi overload ada sekitar menit tadi skrg sudah nggak kayaknya antara jam  tadi sih,positif

705,haloapa sedang ada masalah untuk pembayaran pbb melalui tokped ya saya coba x bayar selalu gagal,negatif

706, belum masuk min,negatif

707, ada bug setelah salah input pin mw coba klik lupa pin ga bisa browser nya chrome version  ,negatif

708,minpesanan yang saya komplain dgn nmr  tolong difollow up progressnya udah ganti bulan tapi komplain jg belum selesai sampai sekarang ,negatif

709,kurirnya sering ngga bener nih xixix,negatif

710, halo saya membuat pesanan kemarin sore tapi belum saya bayar saya pakai uang yang dari saldo refund jika saya mau batalin pesanan apakah uang akan kembali ke saldo saya,netral

711, sudah min masih blm ada perubahan status nya masih tetap biasanya statusnya processed terus ga lama jd completed,positif

712,  halo tokped saya masih nunggu nih update dari kasus pencurian oleh kurir  express same day,negatif

713, min penarikan saldo kenapa tdk secepat biasanya min,negatif

714,rt haha sama gan the worst cs pokoknya jawaban cuma template masalah ga diselesaikan,negatif

715, pembayaran ovo nya kok lagi gak bisa ya daritadi gagal memuat halaman pin ovo terus padahal koneksi internet saya stabil mbps,negatif

716, karena pakai nomor hp atau akun tokopedia saya ya g usah pake gituan ahh mending pake ucapan terima kasih atau mohon maaf gitu lho min lak beres,negatif

717, saya mau buka disini dan akan tag teman yg bisa buat rame nanti maka dari awal saya sdh mint segera selesaikan dgn baik hal ini jd gak sampe repot begini masa jaman sdh canggih begini cara primitif masih dipake,negatif

718,  untuk pembayaran menggunakan bca virtual account tokopedia sedang bermasalah ,negatif

719, permisi saya ingin melakukan komplen saya sebagai penjual ingin melakukan ganti resi dikarenakan saya dropshipper dari marketplace se,negatif

720, pagi tokopedia care saya dari lapak hopedical mengapa power merchant saya di non aktifjadi saya mohon tolong power merchan saya diaktifkan kembali,negatif

721, min mau bayar tagihan listrik di tokopedia kok belum bisa ya pas checkout pesannya tagihan sudah terbayar nyoba di marketplace lain keluar tagihannya ,negatif

722, mana ini sampai saat ini dana saya belum kembalikan tokped atas paket hilang kalian mau tahan berapa lama lagi hak dan uang customer,negatif

723, selamat pagi kak cek dm ya terima kasih,positif

724, pagi  bisa dicancel gak ya lama banget gak dikirim gagal pickup terus karena barang belum siap di seller pdhl lg butuh cepat,negatif

725, min refund saya kok blum masuk ya katanya jam,negatif

726, min cek dm yaaaaa makasi,positif

727, sudah sy bacatapi alasan pembatalannya apa sy tanya ke seller barang ready dan bisa kirimknp tiba dibatalkan ,negatif

728, dm mana min ga ada dm,negatif

729,  haha sama gan the worst cs pokoknya jawaban cuma template masalah ga diselesaikan,negatif

730, pengalaman yang sangat tidak berkesan akun tiba di batasi dengan dalih melanggar snk padahal saya sama sekali tidak melanggar di mintai bukti jawabannya hanya rahasia internal shameonyou,negatif

731, halo tokopedia mohon di bantu dong ini udh lama banget dan seller tidak mau bertanggung jawab,negatif

732,alwayscare kalian gimana gengs dah merasakan mantapnya service  belum kuy lah ikutan sahabatterbaiktoppers ,positif

733,puas bgt dg pelayanan  sahabatterbaiktoppers alwayscare,positif

734, mantap sahabatterbaiktoppers alwayscare,positif

735,pelayanan yg care beneran from this to this ketika dman dgn  admin responsif amp bisa memberikan solusi tanpa basabasi ngga ada cerita mesti nunggu lama deh di dm atau di aplikasi tokopedia adminnya gercep terbaik alwayscare sahabatterbaiktoppers ,positif

736, bingung kontak  ya makin bingung soalnya gak nyambung blassss lama cuma ngespam jawaban copy paste even worse than a robot gaes,negatif

737, aku bangett kalo bingung sedikit di app tokped sukak bgt dm  soalnya miminnya fast respon bgt ,positif

738, min info dong bebas ongkir tokped nominal maxnya berapa ya sekarang dulu kan up to ribu ,netral

739, akun saya tidak bisa menggunakan kode promo² yang ada selanjutnya saya konsultasikan kepadakesan sangat positif para mimin siap siaga memberikan pelayanan prima yg cepat tanggap disertai bahasa yang sopan nice alwayscare sahabatterbaiktoppers ,positif

740, usul utk aplikasi androidnya utk notifikasi tambahin opsi utk tandai semua sudah dibaca seperti versi sebelumnya dong dan menurut saya akses utk cari transaksi yg sedang berlangsung lebih gak nyaman mending versi sebelumnya tq,negatif

741,barang di cancel seller atauu ada masalah lain di aplikasi tokopedia tenang ajaa ada  loh tenang selama ada tokopedia care semua masalah berbelanja amanalwayscare sahabatterbaiktoppers ,positif

742, min cara cek status  menunggu pembayaran dimana y  td belum sempet simpen nomer va,netral

743,mau bayar tagihan  bln maret lewat  gagal padahal biasanya lancar keterangannya nomor salah padahal udah disimpan difavoritenyanomor keanggotaan bisa salah semua  sdg ada maintenance ,negatif

744,hi  terima kasih akhirnya dana sy sudah diproses pengembaliannya,positif

745,  dan  bisa tolong jelaskan mengapa saya tidak mendapat benefit cashback ya,negatif

746, hallo admin yang budimansaya adalah driver gojek  korban dari keteledoran admin rabbani official dapat order dari jamsampe  gaada itikad baikpernah terpikir sebagai produsend produk muslim,negatif

747, dana sy belum balik dr desember sampe skr ,negatif

748, amiin semoga berkah barokah kak ,positif

749, bales dm woy,negatif

750, wah hari terakhir nih semoga aku beruntung yuk temantemanku dukung diriku ini  ,positif

751, halo min mau tanya saya order berkalikali dan udah bayar dibatalkan terus via tokopedianya katanya ga memenuhi tampc kenapa ya padahal biasanya order lancarlancar aja,negatif

752,rtfast respon banget nih  luvvv semua kendala cepat terselesaikan  saranghaeyo  bagi pengalama,positif

753,sepertinya  tidak sanggup melakukannya berdasarkan pengalaman penipu malah dikasih angin di  supaya bisa menipu,negatif

754,tolong diblokir akun yang memakai verifikasi nomor handphone dari situs free sms receiver mereka bikin pembelian fiktif dan bikin testimoni palsu untuk tokobarang tertentu yang nantinya untuk menggiringmenipu pembeli,negatif

755, thanks sehat selalu juga cs,positif

756,halo minsekarang cara melihat detil pesanan harga barang ongkir dll pada transaksi berlangsung dimana ya kalau tokped versi yg dulu bisa dilihat di notifikasi ,negatif

757, di dm twitter saya gak ada message apa ni isinya samankayak twit setelah ini atau gmn,negatif

758, halo kenapa ya kalau saya klik deskripsi langsung frozen ngga bisa balik ke halaman pencarian jd harus keluar apps dan refresh ini setelah update apps,negatif

759, makasih,positif

760, bagaimana mengaturmenambahkan fasilitas packing kayu dari kurirekspedisi karena saya menjual produk elektronik yg rentan rusak jika tidak di packing kayu,netral

761, fast respon banget nih  luvvv semua kendala cepat terselesaikan  saranghaeyo  wish me luck  bagi pengalamanmu juga yaa alwayscare sahabatterbaiktoppers,positif

762, terlampir  transaksi terakhir ya bs dilihat bahwa top up sebesar  ribu blm msk,negatif

763,  ini twitternya om semoga cepet terselesaikan,positif

764, mestinya sih  sebagai platform jualbeli punya solusi utk hal ini krn seller yg dikomplain menuntut lebih bukti video drpd fitur yg disediakan oleh  yg sekedar gambarphoto semoga ada pembaruan aplikasi terkait hal ini,negatif

765, mau nanya saya belanja komik di official toped storenya  sebanyak  buku tp yang sampai hanya  di pembungkus paketnya ada tulisan refund salah satu buku maksudnya gimana ya,netral

766,kecewa banget nih sama  respon lama banget ngabisin pulsa orang aja buat hubungin mereka via tlg  tlg dibantu saya sengaja pakai jasa  hari sampai tapi barang sama malah rusak dan sya gak bisa pakai barangnya tepat waktu ,negatif

767, need help ada pengiriman paket pesanan saya  ada status sudah diterima pagi tadi atas nama saya sementara saya blm terima sampai sekarang,negatif

768, pelayanan  terbaik cepet banget responnya dalam mengatasi kegalauan toppers  thank you  cerita juga yuk alwayscare sahabatterbaiktoppers,positif

769, halo admin paket saya dari  dengan nomer resi  kenapa masih belum dikirim ke alamat saya ya padahal statusnya sudah tiba di banjarmasin sejak kemarin admin  juga mohon bantuannya ya,negatif

