id,fulltext,label
366,"@TokopediaCare halo, saya mau checkout pilih pengiriman kok gak bisa2 ya? tulisannya 'Gagal memuat. Silakan coba lagi', sudah saya coba berulang2 tetep begitu",negatif
367,"@TokopediaCare 
untuk mengubah No Hp/Tlpn di akun kita bagimna cara nya min?
Mohon Bantuannya 
#Tokopedia 
#tokopediasaja",netral
368,Min @TokopediaCare klo mau masuk ke tokopedia web. Kan login tuh. Kok aku gagal terus ya. Ga nerima notifikasi ke no hp terdaftar. Udah berulang kali coba jg,netral
369,@inovafani @TokopediaCare Iya.. Di web jg ulasannya kosong.. Gimana mau beli barang ga ada ulasan,negatif
370,"@TokopediaCare PMO itu apa ya min? terus ini berarti saya cuma nunggu aja kan ya dan tinggal tunggu link survei? Juga, course yang saya ikuti sudah selesai tapi statusnya masih aktif bukan selesai pada dashboard",negatif
371,@asidoharo @TokopediaCare punya masnya gitu juga gabisa cek ulasan?,negatif
372,"@TokopediaCare Halo, saya mau request pick up, kenapa gak bisa yah? https://t.co/zCrjyVrv61",negatif
373,"@TokopediaCare Halo, Min.

Lihat daftar transaksi di aplikasi Tokopedia ada di mana ya? Oya, saya pakai Android.",netral
374,@TokopediaCare cek dm dong min saya mau beli pelatihan baru masih ke hambat nih,negatif
375,"@TokopediaCare oke makasih ya min, hwaiting!",positif
376,"Halo @TokopediaCare, ini bagian review produk di aplikasi kok hilang ya?",negatif
377,"@anteraja_id ekspedisi sampah, masa iya dari jakarta ke cikarang 4 hari, kerjanya ngapain aja, @TokopediaCare  gimana ini solusinya..?? Nyesel gue pake ekspedisi entar aja, kalau pake @sicepat_ekspres  hari sabtu udah datang nie https://t.co/kdgVRWCOvh",negatif
378,"@TokopediaCare INV/20210307/XXI/III/771867070

Itu, cepet kelarin ya masalahnya",negatif
379,@TokopediaCare Ok.  Terimkasih kak,positif
380,@hafidz31_ @tokopedia @TokopediaCare @indopaketID Halo sobat. Mohon maaf atas ketidaknyamannya. Informasi dari tim @indopaketID bahwa nomor PIN yang dimaksud adalah seluruh nomor IMEI hp lama milik sobat. Silakan lakukan kembali transaksi pengambilannya di toko Indomaret yang bersangkutan. Terima kasih,positif
381,"@TokopediaCare Tetapi sejauh ini terima kasih banyak buat Tokopedia Care, buat yang sebelum-sebelumnya karena sudah membantu saya membuka kembali akses akun saya.",positif
382,@TokopediaCare Sejauh ini hanya menunggu perkembangan atau kabar dari status Transaksi saya yang sudah 3 bulan tidak berubah status nya karena Transaksi tersebut menggunakan COD (Cash on Delivery). Tetapi Tokopedia Care memberitahu bahwa saya menunggu sampai ada kabar lebih lanjut.,negatif
383,"@TokopediaCare Maaf, barusan saya dapat notifikasi sms dari tokopedia bahwa account saya lagi di recovery selama 2x24jam dan tidak bisa digunakan. Kl mau menggunakan hrs menggunakan no hp. Apkh betul dari toped resmi ? Terimakasih",netral
384,@TokopediaCare biasanya di tengah2 foto produk dan dan nama toko kan ada kolom ulasan,netral
385,@TokopediaCare @inovafani Ni gimana jawabnya? beneran ga bisa ngecek ulasan lagi kita?,negatif
386,@tokopedia @TokopediaCare ini lagi errorkah? kok ulasan semua barang ga bisa dilihat di hp? https://t.co/TGTJOC4HZv,negatif
387,"@TokopediaCare komplain udah 19 hari ga kelar-kelar nih, di diskusi ga dibales",negatif
388,@TokopediaCare withdrawalnya kudu nunggu brp lama ya min? dari jam 10 sampe sekarang blm masuk di rekening juga https://t.co/Ua0Uv60ZkY,negatif
389,@TokopediaCare min kenapa tokopedia saya gak ada diskusi produknya ya?,netral
390,@TokopediaCare Mana kak.  Blm ada di DM saya,negatif
391,"@TokopediaCare min, gmn cara dpt bebas ongkir d toped? Sy sdh pilih toko yg pk logo Bebas Ongkir n pilih pengiriman AnterAja tp kok di daftar biaya ongkirnya masi utuh?",negatif
392,"@TokopediaCare min, klo tulisannya pesanan dibatalkan oleh CS Tokopedia itu kenapa ya?",netral
393,"@TokopediaCare saya sudah menyelesaikan pelatihan luarsekolah, pihak lembaga sudah ngirim sertifikat ke tokopedia sejak tanggal 4, namun sampai sekrg sertifikat blum mncul di dasboard, pdahal saya sudah memberi ulasan di tokoped. Ada solusi?",negatif
394,@TokopediaCare lagi eror ya? kok ulasan tiap barang jadi ilang semua,negatif
395,positifakai Twitter enak bener buat minta bantuan apabila ada kendala dalam aplikasi dan meminta pesan maupun pengaduan laporan @TokopediaCare,positif
396,"Dear @TokopediaCare 

Mohon dibantu invoice INV/20210306/XXI/III/770714932 di aplikasi Tokopedia Seller status nya extended.

Mohon diselesaikan. Terimakasih",netral
397,"@KompasTekno dilaporkan, terus keterusannya bagaimana..? apakah si seller wajib bertanggungjawab, apa uang buyer dikembalikan, seller dibanned, dll.. musti jelas dong @tokopedia @TokopediaCare",negatif
398,"@TokopediaCare min, sy mengajukan kolpen terhadap barang sy. Waktu yg diberikan sama tokopedia care sdh habis tapi blm ada tanggapan dari tokopedia care. Tolong dibantu",negatif
399,"@sicepat_ekspres @TokopediaCare Karena isi kiriman adalah obat, dan kelalaian in telah membuat nyawa kerabat saya menjadi terancam saya menuntut agar agen yang dengan seenaknya mengubah layanan mendapatkan sanksi seharusnya.",negatif
400,"@sicepat_ekspres @sicepat_ekspres @TokopediaCare menyambung tuntutan saya no resi 000483174527, no pelaporan TWIT-06197. Sesuai bukti terlampir agen SiCepat Matraman tanpa sepengetahuan atau seijin saya (yg membayar layanan Best) telah mengubah layanan menjadi layanan reguler. https://t.co/aNUhF8JaCC",negatif
401,"Halo @tokopedia @TokopediaCare pesanan sudah sampai di @KontakIndomaret setempat. Gua udah 2x datang tp ga bisa ambil tuh brg.  Gua tau harus pake pin,  cuma @indopaketID ga ngasih notif pin tuh.  Gimana dong? https://t.co/u0mGavS5Nd",negatif
402,"@TokopediaCare min aku barusan bayar pesananku di tokped. 2,4jt. Uang uda masuk dan pesananku dibatalkan sepihak ama tokped. Katanya uang dikembalikan realtime..sampai sekarang belum balik uangnya......",negatif
403,Min @TokopediaCare tlg dibantu dong ini knp beli voucher belanja gk bs digunakan. Udh chat seller nya gk da balasan. Klu kyk gni rugi beli vocer tp gk bs dipake belanja,negatif
404,"Halo @IndiHome @IndiHomeCare tadi abis bayar indihome lewat tokopedia, tapi statusnya tulisan nya ""menunggu konfirmasi operator"" itu maksudnya apa ya ? @TokopediaCare",netral
405,"@TokopediaCare Karena feedbacknya cepat dan baik, ku delete yah min komplain tweetnya😀👍",positif
406,@TokopediaCare Iyaaa pasti dibuat kaya gini supaya meminimalisir kecurangan. Sekadar saran dan saya yakin sih tokped pasti bisa buat mesin yang memungkinkan perubahan nama produk harus memenuhi persentase kemiripan sekian persen dengan nama produk lama untuk meminimalisir kecurangan,positif
407,"@TokopediaCare @akiqaw Toped mestinya bisa lebih tegas menangani hal ini, agar kelak tidak terjadi hal serupa di masa mendatang.",netral
408,"@TokopediaCare 
Halo, selamat siang.
Saya mau retur barang ke penjual, apakah jasa ekspedisi yang digunakan harus sama dengan yang sebelumnya? (yang digunakan oleh penjual)

Mohon bantuannya, terima kasih.",netral
409,@TokopediaCare min kalo pengiriman via gojek jam brp sampe jam brp ya ?,netral
410,"@akiqaw @KuntoAjiW @tokopedia Ngeri kali yaa, sebagai seller tokped w merasa ini perlu ditindaklanjuti sama @TokopediaCare @tokopedia",netral
411,"@TokopediaCare admin @JNE_ID &amp; @JNECare payah nih ga respon... seminggu paket ga bergerak... payah...
kapok, ga lagi2 pake JNE deh",negatif
412,"@TokopediaCare @akiqaw Adik saya beli barang, dikirim bukan ke alamat sampe skrg udh 2 tahun gak jalan2 kasusnya. Pdahal untuk anak SD 200rb banyak dan komplain berkali2 cuma bilang di proses2 doang.",negatif
413,@TokopediaCare saya mau pindah acount dengan email yang sama bagaimana caranya,netral
414,"@akiqaw @tokopedia harusnya klo byk konsumen yg ngasi bukti foto/video klo tokonya nipu, @tokopedia @tokopediacare lgsg ngebekuin akun penjualnya.. sbg hukuman krn merugikan konsumen &amp; nama baik tokopedia..",negatif
415,@TokopediaCare Siap min,positif
416,@TokopediaCare yuhuu min.. mo nanya dongs.. kok w ga bisa pake voucher kesbek nya yak? Kenapa yak?,netral
417,"@TokopediaCare cek DM dong min ada butuh bantuan nya. Thx
Mau proses pesanan tp gabisa.",netral
418,"Hai @TokopediaCare mhn abaikan twit diatas, barusan sudah bisa terima pesanan. Tks #ghosting",positif
419,@TokopediaCare tolong cek dm. Susah bgt hubungin tokped tu,negatif
420,"@TokopediaCare min, nanya ya. Kalau ada org beli pake kode kupon KOR, itu kode kupon apa ya? Referal ya?",netral
421,@TokopediaCare Sudah ya min 🙏🏻,positif
422,Ini kenapa dibatalin si? Lah rugi saya dong pengembalian 14 hari kerja ? Trs saya ga bisa transaksi lagi? @TokopediaCare https://t.co/GNNtDRy9Xq,negatif
423,@TokopediaCare Padahal barang sudah sesuai kesepakatan karena ini barang second... https://t.co/raRE2d0Y9t,netral
424,"@TokopediaCare Hai mimin ini mau ngeluh nih, jadi barang udah di kirim dan sampe tujuan tapi si pembeli ga ngekonfirm dan malah minta refund terus barang langsung dijual di aplikasi lain.. https://t.co/STedVyUIws",negatif
425,@TokopediaCare mohon dibantu untuk syarat dan ketentuan walk in question di Tokopedia Care. Please respond ASAP.,netral
426,@TokopediaCare min gimana nih? pesanan saya blom nyampe2 penjual nya dichat gak dijawab. tolong bantu jawab donk min,netral
427,"@TokopediaCare Hallo min, kalau sudah selesai pelatihan dan sertifikat di mitra sudab keluar lalu sudah memberikan ulasan di Tokopedia juga berarti tinggal nunggu sertifikat muncul di dashboard prakerja ya?",netral
428,@TokopediaCare min info cara beli kelas prakerja di tokopedia dong. thanks,netral
429,"@TokopediaCare pagi, kemarin saya mengalami kegagalan saat transaksi emoney di aplikasi tokopedia",negatif
430,"@Eyangeyang_ @TokopediaCare @akiqaw Saya jg guru beli eagle eucalyptus di @tokopedia  waktu awal januari datangnya begini (dengan kurir @anteraja_id ), sudah laporan ke penjual, penjual katanya sudah ke @anteraja_id , dari @anteraja_id katanya sudah dilaporkan ke @TokopediaCare, tapi gak ada tuh penggantian. https://t.co/8DtZQ7OPtU",negatif
431,"@TokopediaCare Min, saya udh dapet sertifikat dr pelatihannya tp knpa belym muncul di dashboard ya? Mohon pencerahannya...",netral
432,"@TokopediaCare @akiqaw Saya juga pernah dibohongin di toped. Barang yg ditawarkan berbeda dg yg dikirim. Ngga tega mo laporin, kerugiannya saya kecil.",netral
433,"Hallo @TokopediaCare @tokopedia call center tokopedia berapa ya? Saya tlp tidak bisa dihubungi.
bisa cek dm saya? Makasih",netral
434,"@TokopediaCare @akiqaw ma'af min, udh hijrah kite😁",negatif
435,@TokopediaCare Oke baik. Lanjut DM,positif
436,"@TokopediaCare @tokopedia estimasi tiba tgl 6 atau paling telat hari ne,netralapi dicek resi @sicepat_ekspres paket masih dijakarta,agar dapat ditindak lanjuti.thx https://t.co/pz7ZThzl8S",netral
437,"RT @Hidup_Toleransi: @TokopediaCare @akiqaw Kudunya Tokopedia juga turut membantu dengan melaporkan kasus penipuan ini ke Polisi, karena tr…",positif
438,"Bagus, langsung pap Toko nya. 
Bakal di takedown sama toped Cuma butuh bbrp review yg memberatkan. 
video pas unboxing utk bukti. 
Diperlihatkan dengan jelas data pengirim (toko).

Mslh toko fiktif aja @TokopediaCare @tokopedia bisa take down. 
Masa toko penipu ga bisa https://t.co/8e90bLNlsm",positif
439,@TokopediaCare Sudah saya balas tolong direspon,netral
440,@TokopediaCare @akiqaw kacau tokped. harus nya toko yg nakal di blacklist lah. koq malah terbalik penjual adalah raja ....😔😔,negatif
441,@riswan77 @TokopediaCare Nanya teknis perihal promo ekspedisi 😅.,netral
442,"@TokopediaCare @akiqaw Makanya bilang sama boss2 di sana jangan main kotor kalau mau jadi no 1 di indonesia, trik basi di mainin terus akhirnya karma kan loe 😂",negatif
443,"@TokopediaCare min, ada kontak Tokopedia untuk menanyakan terkait sertifikat prakerja gak?",netral
444,@CNNIndonesia @anteraja_id @TokopediaCare Bingung harus lapor  gimana lagi  beli via Tokopedia dan anter aja udah 9 hari ga sampe2. Padahal bekasi-bogor. Ada yg bisa bantu? https://t.co/NEc5qTnM9t,netral
445,"@TokopediaCare dear admin, saya seller, Lapak Buku Bagus, tolong bantu cek pencairan dana saya kemarin ke Bank BTN apa sudah berhasil.",netral
446,@TokopediaCare Tolong dong. Kode voucher sy,negatif
447,@TokopediaCare Hallo dm nya gk masuk2,negatif
448,@TokopediaCare Udah bisa. Makasih,positif
449,@TokopediaCare ovo lagi error kah? Ga bisa memuat layar PIN,negatif
450,@TokopediaCare Belum ada DM masuk,negatif
451,"@TokopediaCare selamat pagi ka, ini kenapa kode voucher prakerja saya tidak bisa di gunakan, sudah 1x24 jam
Padahal copy paste, tpi salah terus https://t.co/mTKFXO3g4y",negatif
452,@akiqaw @tokopedia Wahh ini tokopedia bahaya ini seller bodong di pelihara. Harus nya kalau kedapatan seperti ini @TokopediaCare langsung responsif donk dan langsung tutup toko nya. Ini namanya pembiaran yang merugikan pembeli,negatif
453,"@TokopediaCare pelaporan 25108480 janjinya 2x24 jam, namun sudah 2 minggu belum beres",negatif
454,"@TokopediaCare Hi,aku mau ubah nomor hp krn ilang. Tp ga ada pilihan “nomor saya sudah tidak aktif” pas mau verifikasi nomor hp kaya screenshot yg ini. Tokopedia care yg di app jg djawab bot, jawabannya salah jg. Tlg dbantu ya butuh cepat thanku https://t.co/wVaHgoDteW",netral
455,@TokopediaCare @akiqaw Tokopedia tanggung jawab gak yg gini2an???,negatif
456,"@TokopediaCare min saya mengajukan pembatalan, tp blm direspon sama penjual, minta tolong dibatalkan by sistem aja oleh tokopedia INV/20210307/XXI/III/771568602",netral
457,@sproutslim @ejajufri @TokopediaCare @akiqaw @tokopedia apa tokopedia udah mulai ada seller dari luar negeri? setau saya baru lajada jedeaidi dan syopi yang ada seller luar negeri,netral
458,"RT @ejajufri: @TokopediaCare @akiqaw Tidak, kalian tidak memahami.",negatif
459,"@TokopediaCare Hi min, cek DM ya perihal keluhan cashback ovopoints tagihan no hp pascabayar.. thank u",netral
460,@TokopediaCare @akiqaw Iya peduli konsumen dong klo mau jadi no 1 👍,negatif
461,"@TokopediaCare DM dimana ya, drtd saya cek belum ada? Apa di user tokped atau email atau apa ya",negatif
462,@TokopediaCare Klo lewat DM publik gak bakal tau kesalahan system lu. Jadi sy akan terus2an angkat masalah ini sampai public tau. Berikut sy kasih screenshot jawaban yg diberikan dan jawaban sy jg. https://t.co/eOaipfYLxa,netral
463,@TokopediaCare Di tangani dengan cara yg itu2 saja ya. Mau liat data yg alasannya kepentingan internal saja. Gak perlu jalur hukum kan klo hanya untuk liat datanya?????,negatif
464,"@TokopediaCare, saya seorang seller, bagaimana cara mengaktifkan opsi pengiriman kurir toko?",netral
465,"@TokopediaCare Maafyaaa min, makasiiii bgt min buat doanya yaaa😭💚 akhirnya ngerasain menang giftcard dan ini yg pertama kaliii dapet😭💚 luvyuuu min!",positif
466,"@akiqaw @tokopedia Blum lama juga menggunakan fasilitas Bantuan dan resolusi, hasilnya memuaskan, penipu kena jg koq, cuma disayangkan penjual yg product knowledgenya gak lengkap, akhirnya gw cari penjual lain....@TokopediaCare",positif
467,"Halo kak @TokopediaCare 
Saya membeli Obat dengan layanan Sicepat Best dikirim tgl 6 Maret dari Jkt. Krn paket blm dtg hari ini sy tanya ke SiCepat. Jawabnya paket saya pakai layanan SiUntung. Detail di DM. Mohon klarifikasi. Terima kasih.",netral
468,"@TokopediaCare @akiqaw Sikap tegas donk..kalo udh dpt kasus begini atau kecurangan lain langsung di banned tokonya..jgn cmn ""didamaikan""..saya pernah ngalamin meski masalahnya berbeda dan nyata kecurangan tokonya,netralp hukumannya cmn retur dan balikin dana.",negatif
469,"@TokopediaCare @akiqaw Kudunya Tokopedia juga turut membantu dengan melaporkan kasus penipuan ini ke Polisi, karena transaksinya pake sistem Tokopedia !!!",negatif
470,@TokopediaCare @akiqaw Gan @akiqaw apakah sudah dapat solusi dari tokped? Ane salah satu pelanggan nya juga soalnya. Jadi takut belanja di tokped.,negatif
471,@TokopediaCare @tokopedia Mimin istirahat juga ya💚,positif
472,@TokopediaCare Min aku menang? Hah? Yaallahhhhh😭😭😭,positif
473,"Aku baru online lagi, aku sakit gegara rep banya banya buat dapetin iphone dari tokped😭 nyatanya rezekiku dtg dari @TokopediaCare yaallah ya rahman ya rahim makasiii atas nikmat rizki yang tidak terduga ini😭😭😭",positif
474,@TokopediaCare Udah ketemu kok min. Tks 🙏,positif
475,"@nomura199 @natanchs @eencadk @holmes_96 @TokopediaCare @akiqaw Setuja banget. Gw juga selalu lihat reviewnya, toh sekarang banyak yang review pakai foto. Jadi pinter2 kita juga kalo mau beli jangan kebawa nafsu. Hanya masukan",positif
476,"@TokopediaCare @akiqaw Knp via DM semestinya open agar konsumen paham permasalahannya dimana, bukankah korbannya tdk hanya seorang",negatif
477,@sicepat_ekspres Udah ngetag @TokopediaCare  dan proses hukum aja klean baru bantu2. Tadi2 ngeyel SiUntung.,negatif
478,"@TokopediaCare @akiqaw Ga usah DM2an dah, langsung aja di banned tuh toko!!",negatif
479,"RT @nomura199: @beraone @natanchs @eencadk @holmes_96 @TokopediaCare @akiqaw Store yg dibeli pun followersnya cuma 22 loh wkwk, masa bisa g…",netral
480,"Halo @TokopediaCare @tokopedia saya mau cekot barang, tapi mau recheck sebelum payment terkait alamat yang diinput itu sudah benar atau belum. Tapi bingung nih ceknya di mana. Any suggestion?",netral
481,"@TokopediaCare @tokopedia @anteraja_id Sepertinya 07 Maret 2021 jam 23.59 akan terlewat begitu saja.
Sampai saat ini, hasil pengecekan, barang masih di SS Tambun, belum bergeser. https://t.co/0KaZ3UaBFS",negatif
482,"@brotoderan @TokopediaCare @akiqaw Keliatan, seller tempel sticker di atas tgl expired asli. Font beda pula",negatif
483,@TokopediaCare @akiqaw Ini gue jg ada nih masalah barang kw bsa dibantuin gk yah?,netral
484,"@sicepat_ekspres Hai @TokopediaCare Mohon diluruskan. Saya beli obat dengan layanan @sicepat_ekspres  Best, bayar harga sicepst best, olus asuransi. Kok bisa paketnya jadi SiUntung ini maksudnya giman? Yang tindak pidana penipuan siapa ya? Biar saya enak nuntutnya. https://t.co/8XgEYsMgFO",negatif
485,"@TokopediaCare @akiqaw Kami memahami, kami menyayangkan kami menyesalkan. Satu lagi apaan dah lupa.",negatif
486,@Eyangeyang_ @TokopediaCare @akiqaw Eh cara taunya gimana dong itu kak? Cara tau kalo expired,netral
487,ga gercep lo ah payah @TokopediaCare,negatif
488,@TokopediaCare @akiqaw Toped gimana nih ? Tanggung jawabnya  ??,negatif
489,"@akiqaw @tokopedia Tokped mah cari untung mulu, ga mau melindungi hak konsumen
Ya kan ? @TokopediaCare",negatif
490,"@beraone @natanchs @eencadk @holmes_96 @TokopediaCare @akiqaw Store yg dibeli pun followersnya cuma 22 loh wkwk, masa bisa gak seaware itu sih.. lagi pula, kan bisa dihold dulu dananya sebelum dilepas ke sellernya.",netral
491,@hany_pin @TokopediaCare @akiqaw Shoppe jg sama hdd external ternyata flashdisk,netral
492,"@nomura199 @natanchs @eencadk @holmes_96 @TokopediaCare @akiqaw Yang penting murah+penjualan banyak wqwq
Ya gapapa namanya juga kurang teliti, bisa jadi pelajaran banyak pihak",netral
493,"Min toko film sinar dvd ditutup kira2 ada apa ya????????
@tokopedia 
@TokopediaCare",netral
494,@TokopediaCare @akiqaw Hayo lo... be carefull tokped. Ada shopee dan blibli lho,netral
495,"@___0pium @akiqaw @UCxUP @tokopedia Jarang ga puasnya sih di tokped, mostly atau bahkan semua sejauh ini selalu kasi bintang 5. Apalagi @TokopediaCare yang gercepnya sangat 💯

Ga pake platform oren karna UI nya sampah banget 😂",positif
496,@nomura199 @natanchs @eencadk @holmes_96 @TokopediaCare @akiqaw orang gaada yg belajar dari review,positif
497,"@holmes_96 @TokopediaCare @akiqaw Udah ada mekanisme komplain kok, klo barang diterima jgn diselesaikan",positif
498,"@akiqaw @tokopedia @CCICPolri, ini hitungannya sudah termasuk tindak pidana penipuan kan? Dan pihak @TokopediaCare @tokopedia kalau terkesan membiarkan sellernya, bisa di anggap membiarkan kejahatan terjadi?
@Kemenkumham_RI @kemkominfo @Kemendag @Kemenperin_RI @YLKI_ID @ecomshitposting @detikcom",negatif
499,"@TokopediaCare produk memasuki masa tenggang kenapa ya? Saya sudah jualan di Tokopedia sudah 4tahun, baru ini ada notif produk masuk masa tenggang.. Padahal produk  tsb baru saja kosong. Bisa saya dm?",netral
500,"RT @Eyangeyang_: @TokopediaCare @akiqaw Pernah saya pengaduan pembelian obat, sudah expired, tgl diganti. Solusi yg ditawarkan toped cuma r…",negatif
501,@TokopediaCare Saya mau dibatalkan sekarang,negatif
502,"@akiqaw @yudhi_ulogeni @_W_T_T_ @tokopedia Benar, saya beli brg kdg 5-7 setelahnya  baru dibuka. Palagi jaman covid gini saya ajwmue dulu 2 minggu. Cc @TokopediaCare @BlibliCare  @ShopeeID @bhinneka  dll",netral
503,@TokopediaCare @anteraja_id ini ga bisa di remove aja ya ekspedisi dari program Bebas Ongkir? Balikin ke SiCepat aja. Paket saja lelet bgt,negatif
504,@TokopediaCare @akiqaw Ga jelas neh TokeD🤭,negatif
505,@akiqaw @tokopedia bisa direport ga sih tokonya dari aplikasi @TokopediaCare @tokopedia. klo bisa yah kita report rame2 aja.dah banyak kayanya korbannya.dari tokped belum ada tindakan,negatif
506,"@TokopediaCare gak ada kendala, saya cuma ikut2an aja.. wkwkwkwkk",positif
507,"@TokopediaCare @akiqaw Pernah saya pengaduan pembelian obat, sudah expired, tgl diganti. Solusi yg ditawarkan toped cuma retur obat dan saya dapat refund. Lha kalo saya retur, seller bisa jual ke org lain lah. Gada Follow up, sampe skrg seller penipu masih jualan. Ga tau kl ada obat expired dijual lg",negatif
508,"@TokopediaCare @bangkohar024 Kalau habis dicek dari tokopedia bakal blokir toko, orangnya, no telponnya dan sekaligus melaporkan ke polisi kah? Kalau bisa kaya gini buyer pasti akan merasa aman belanja onlen",netral
509,@kamto_adi Cc @TokopediaCare min tolong ditelusuri y,netral
510,"@TokopediaCare makin lama makin gk bener aja chat di tokopedia. Nunggu balasan chat sampe 1 jam. Keburu customer mengambil tindakan sendiri. Ibaratnya, kalau orng lagi kritis udh meninggal dulu baru kalian tolong https://t.co/5HJvqUrP8Z",negatif
511,@TokopediaCare @akiqaw Poham paham... Kalau paham ganti barangnya sebagai bukti TokopediaCare serius. Ntar ada tagar #uninstaltoped baru ngehek,negatif
512,@akiqaw @tokopedia Wadoooohhhh kok ngeri banget ini @tokopedia @TokopediaCare ????? 😲,negatif
513,"@ejajufri @TokopediaCare @akiqaw Ya karna @tokopedia gak mau ada rugi nya sama skali

Perusahaan sebesar gini
Cuman mau untung nya aja
Customer di korbankan

Pantesan bisa makin kaya

Pernah saya kena,barang gak lolos bea cukai,malah biaya ongkir saya gak di balikin
Cuman nilai barang aja

Aneh",negatif
514,@TokopediaCare @akiqaw Saya udah lama ga beli dari Tokopedia... Mending di dapus aja aplikasi,negatif
515,"halo @TokopediaCare ini gimana ya, kok pesanan saya dibatalkan?",negatif
516,"Akhirnya lgsg tutup akun seller di @tokopedia @TokopediaCare 
Besok, ratusan Pdgg yg mau buka pun, kan sy printahkan utk tdk buka akun di Toped, namun ke market place lainnya spt @ShopeeID @LazadaID @bliblidotcom atau lainnya

Gratis ongkir Toped ABAL-ABAL",negatif
517,"@akiqaw @tokopedia Wah la ini toko yang bikin rusuh, grebek grebekk @tokopedia @TokopediaCare",negatif
518,"Kbijakan Promo Bebas ongkir, @tokopedia itu ABAL-ABAL..

Transaksi, berat &lt;2 Kg... trnyata dibebankan ke pdgg... Gmana kalo transaksi berat produk &gt;20 Kg... Bisa2 @tokopedia @TokopediaCare langsung buat bangkrut pedagang...

Jangan dicontoh oleh @ShopeeID @LazadaID dll",negatif
519,RT @holmes_96: @TokopediaCare @akiqaw Nunggu viral dulu ya min?,negatif
520,@githaSPputri @TokopediaCare @BlibliCare Kenapa gercep?  Karena kamu nomor satu .,positif
521,"SnK bg Seller yg diatur oleh @tokopedia @TokopediaCare telah seller ikuti... Berat produk plus packing pun sdh di buat lbh berat dr berat produk... Promo pengiriman jasa kurir, sdh sesuai dg aturan @tokopedia 

Kecewa saja jika trjadi spt skrg
@TokopediaRugikanPedaganh",negatif
522,Puas bgt dg pelayanan @TokopediaCare kemaren beli di OS s**i &amp; ada kesalahan harga.transaksi gbs di cancel lg karna toko udh masukin resi pengiriman yg salah jd kudu nunggu berhari2 biar ke cancel https://t.co/i5k7EX5eFW besok nya diemailin voucher cashback.thx Toped 👍,positif
523,@TokopediaCare Belum ada DM untuk solusinya? Bgmn? Hari sudah sore.,negatif
524,"Mu'un Maaf dg rekan2
Bila di TL rekan2 full dg #TokopediaRugikanPedagang
Gmana mo ajak Pdgg tradisional jualan di Marketplace spt @tokopedia @TokopediaCare 
Bila pemotongan saldo dana bisa sampe lbh dr setengah nilai transaksi...
Pembeli blanja 50rb yg dikembalikan 23Rb",negatif
525,"@tokopedia @TokopediaCare Cuma ksh tahu
#TokopediaRugikanPedagang
#TokopediaRugikanPedagang
#TokopediaRugikanPedagang
#TokopediaRugikanPedagang
#TokopediaRugikanPedagang
#TokopediaRugikanPedagang
#TokopediaRugikanPedagang
#TokopediaRugikanPedagang
#TokopediaRugikanPedagang
#TokopediaRugikanPedagang",negatif
526,@tokopedia @TokopediaCare ini gimana cara bayarnya? Di pencet ga bisa. Cuma ada pilihan batalkan transski? https://t.co/cO4apb6FOW,negatif
527,"@anteraja_id 10000958842770 niat gk niat nie ekspedisi, masa iya dari jakarta ke cikarang nyampe 4 hari blum datang2, Kemarin aja pake @sicepat_ekspres  dari Serang ke Cikarang cuma 1 hari, gimana nie @TokopediaCare ekspedisi sampah ini d ajak kerjasama, bikin kapok pelanggan @tokopedia",negatif
528,"hi min, di produk barang ada tulisan bebas ongkir tp ketika pas pilih pengiriman, bebas ongkir tidak tersedia. kenapa ya? @TokopediaCare",negatif
529,@TokopediaCare tolong cek dm segera. Jangan kalah dengan @BlibliCare yang punya CS super gercep.,negatif
530,"Dear @TokopediaCare, tolong dibantu pertanyaan di DM saya ya, terima kasih",netral
531,@tokopedia @TokopediaCare Yuk ikutan,positif
532,"@TokopediaCare Sudah saya balas DM.
gak ada masalah dengan seler di Toped.
ini masalahnya di Anteraja. dari tanggal 4 Maret, barang tidak bergerak di Tambun.",positif
533,"@TokopediaCare @sefkaz Akun pembeli yang berniat jahat termasuk di report nggak sama mimin?

Masa sih penjual aja yg mimin report...",negatif
534,"Untuk @anteraja_id ini bukan pertama kali saya menggunakan jasa anda, tapi ketika beda kurir tidak bersedia angkat barang saya dengan alasan dimensi. Sampai skrg kurir pengganti tidak ada. Bagaimana @TokopediaCare ? https://t.co/BeQjzi2zm6",negatif
535,"@TokopediaCare bosque, tolong di cek kenapa saya gak bisa update saldo? Cek saldo pun gak bisa, padahal sebelum topup bisa, saya coba pake app sebelah bisa cek saldo https://t.co/SuZenA85RQ",negatif
536,@TokopediaCare Udah!!!,negatif
537,"@TokopediaCare Jangankan weekend, Min...kadang2 tengah malam kalau pas lagi iseng eh nemu produk yang menarik &amp; perlu tanya, udah langsung chat aja terus tinggal tidur. Trus besoknya bangun, kalau seller-nya bagus, biasanya udah ada reply menanti di inbox hehehheheheee",positif
538,"@TokopediaCare min ada ngaku2 akun mu
masa platform gede foll ny 0 wkwk https://t.co/C1jF0X7ztR",netral
539,"@ninja_xpress_id @TokopediaCare @tokopedia saya lokasi di manado,, beli barang di tokopedia filter yg ninja express kok ga muncul pilihan pas checkout ya ? klo pake @ShopeeID  bisa,, apa di tokopedia sistem ninja expressnya rusak apa gmn ? udah 1 tahun masalah ini,,",negatif
